TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,Cluster
12.62,Debit,El Paso,Branch,33.0,Doctor,61.00000000000001,6420.47,1
913.49125,Debit,Fort Worth,ATM,23.0,Student,145.0,1146.09,1
373.52,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,6430.41,1
336.05,Debit,San Antonio,Branch,28.0,Student,164.0,1635.05,0
366.93,Debit,Houston,Online,66.0,Retired,33.0,6697.79,1
112.27,Debit,Seattle,Branch,58.0,Doctor,102.0,7369.89,0
494.96,Debit,Sacramento,ATM,40.0,Engineer,132.0,6903.68,0
561.58,Debit,Sacramento,Online,65.0,Doctor,22.999999999999996,11748.86,0
440.94,Debit,San Antonio,Online,42.0,Doctor,148.0,7303.23,0
71.9,Debit,Los Angeles,Branch,29.0,Doctor,51.00000000000001,10619.35,1
256.66,Credit,Raleigh,Online,54.0,Retired,137.0,1794.5,0
166.55,Credit,Houston,Branch,59.0,Doctor,99.0,12970.21,1
276.26,Debit,Louisville,Branch,56.0,Doctor,143.0,120.88999999999999,1
35.46,Debit,Indianapolis,ATM,67.0,Doctor,164.0,5692.31,1
38.14,Debit,Portland,Branch,50.0,Engineer,165.0,9879.87,0
506.25999999999993,Credit,Baltimore,ATM,64.0,Retired,86.0,6266.65,1
736.32,Debit,Indianapolis,Online,31.0,Doctor,28.0,14268.95,1
389.43,Credit,Austin,ATM,52.0,Engineer,151.0,6449.83,1
25.58,Debit,Omaha,ATM,60.0,Engineer,166.0,6741.41,0
446.1,Debit,Seattle,ATM,25.0,Student,243.0,1008.44,0
147.74,Debit,Raleigh,Branch,23.0,Student,15.0,1711.78,0
913.49125,Debit,San Francisco,ATM,26.0,Student,254.0,1821.0,0
46.23,Debit,Fresno,Online,77.0,Retired,282.0,5107.75,1
265.37,Debit,Washington,Branch,33.0,Engineer,77.0,5229.95,0
342.57,Debit,Boston,Online,20.0,Student,91.0,339.16,1
417.26,Credit,New York,Online,32.0,Doctor,45.0,10442.48,0
33.63,Debit,Columbus,Online,63.0,Retired,75.99999999999999,4324.4,1
64.58,Debit,El Paso,Branch,55.0,Retired,173.0,6292.29,1
23.23,Credit,Miami,Branch,21.0,Student,122.0,269.01,0
160.52,Credit,Jacksonville,ATM,78.0,Retired,112.0,5379.25,1
278.88,Debit,Kansas City,Branch,64.0,Doctor,179.0,1334.09,1
285.49,Credit,Charlotte,Branch,53.0,Doctor,109.0,6366.84,1
71.87,Debit,Nashville,ATM,22.0,Student,258.0,1839.1,0
308.8,Debit,Baltimore,ATM,53.0,Retired,41.0,3966.5399999999995,1
135.35,Debit,Houston,Branch,33.0,Engineer,82.0,9983.36,1
288.43,Debit,Phoenix,Branch,66.0,Retired,72.0,4577.09,0
147.46,Credit,Albuquerque,Online,65.0,Doctor,205.0,7458.029999999999,1
214.15,Debit,Detroit,Branch,32.0,Engineer,217.0,6397.29,1
71.34,Debit,Miami,Online,49.0,Engineer,144.0,6345.03,0
170.36,Debit,Indianapolis,ATM,30.0,Doctor,118.0,6034.73,1
913.49125,Debit,Raleigh,ATM,53.0,Engineer,32.0,765.8099999999998,0
736.53,Debit,Philadelphia,ATM,55.0,Engineer,120.0,9826.26,0
213.42,Debit,Columbus,ATM,45.0,Engineer,17.0,3736.3800000000006,1
94.09,Debit,Miami,Branch,27.0,Student,203.0,646.8499999999999,0
91.23,Debit,Boston,ATM,72.0,Retired,86.0,6385.12,1
263.92,Credit,San Diego,Branch,57.0,Retired,233.0,4161.71,0
77.5,Credit,Fort Worth,Online,51.0,Doctor,201.0,11079.77,1
3.65,Debit,Miami,Online,69.0,Doctor,146.0,10017.11,0
43.88,Credit,Seattle,Online,26.0,Student,251.0,1644.09,0
591.98,Debit,El Paso,ATM,28.0,Student,132.0,387.65,1
224.79,Debit,Boston,Online,18.0,Student,129.0,528.38,1
64.3,Debit,Louisville,ATM,55.0,Retired,67.0,7530.299999999999,1
111.79,Debit,Jacksonville,Online,62.0,Doctor,49.0,10887.59,1
913.49125,Debit,San Francisco,ATM,59.0,Retired,153.0,7104.61,0
613.7,Credit,Fort Worth,Branch,61.0,Retired,37.0,7307.11,1
26.07,Debit,Baltimore,Branch,20.0,Student,18.999999999999996,349.98,1
170.45,Debit,San Francisco,Branch,60.0,Engineer,199.0,2284.41,0
344.27,Debit,San Antonio,Branch,22.0,Student,123.0,1918.3600000000001,0
872.72,Debit,Washington,Online,22.0,Student,288.0,503.01,0
292.95,Debit,Memphis,Branch,37.0,Engineer,56.0,1216.91,0
28.44,Debit,Fresno,ATM,18.0,Student,243.0,1071.04,1
209.02,Debit,El Paso,ATM,21.0,Student,74.0,187.9,1
20.05,Debit,Chicago,ATM,72.0,Retired,171.0,7145.67,1
175.02,Debit,Phoenix,Online,28.0,Student,71.0,1493.88,0
89.5,Credit,Louisville,Branch,41.0,Engineer,134.0,8658.95,1
69.96,Debit,Baltimore,Branch,28.0,Student,30.999999999999996,164.12,1
146.51,Debit,Albuquerque,ATM,53.0,Engineer,68.00000000000001,7089.9,1
376.78,Credit,Nashville,Online,21.0,Student,88.0,841.6499999999999,0
148.54,Credit,Columbus,Branch,71.0,Retired,107.0,5677.05,1
388.77,Credit,Jacksonville,Online,26.0,Student,30.0,1658.49,1
100.38,Debit,Seattle,Branch,63.0,Doctor,49.0,10171.68,0
137.23,Debit,Fresno,Branch,64.0,Doctor,63.0,13847.99,1
870.3,Debit,San Jose,ATM,51.0,Retired,229.0,3688.98,0
458.94,Debit,Detroit,Branch,52.0,Engineer,180.0,5619.95,1
327.35,Credit,Memphis,Branch,20.0,Student,175.0,342.08,0
757.15,Debit,Raleigh,Online,53.0,Engineer,37.99999999999999,4702.86,0
5.64,Debit,Boston,Online,59.0,Doctor,47.0,12703.24,1
47.23,Credit,Memphis,Online,73.0,Retired,160.0,6659.81,0
239.41,Credit,Baltimore,Online,42.0,Doctor,247.99999999999997,7860.65,1
7.48,Debit,San Antonio,ATM,55.0,Engineer,29.000000000000004,1275.2,0
170.97,Debit,Nashville,Branch,26.0,Student,292.0,1265.27,0
262.43,Credit,San Diego,Online,37.0,Doctor,274.0,12841.01,0
659.15,Debit,Boston,ATM,22.0,Student,204.0,1241.59,1
31.530000000000005,Debit,Kansas City,Online,25.0,Student,283.0,874.93,1
111.66,Credit,Washington,Online,48.0,Engineer,140.0,5716.72,0
250.01000000000002,Debit,Kansas City,ATM,62.0,Retired,88.0,1541.48,1
554.15,Debit,Raleigh,ATM,49.0,Doctor,107.99999999999999,14817.22,0
598.66,Credit,Charlotte,Branch,32.0,Engineer,222.0,2587.11,1
28.38,Debit,Sacramento,Branch,55.0,Doctor,98.0,173.7,0
16.8,Debit,San Diego,ATM,49.0,Doctor,94.0,11847.07,0
896.79,Debit,Dallas,Online,33.0,Doctor,168.00000000000003,11146.74,1
159.0,Debit,Las Vegas,ATM,49.0,Engineer,37.99999999999999,369.79,1
56.31,Credit,Houston,Online,75.0,Retired,195.0,6396.08,1
203.99,Debit,Philadelphia,Online,52.0,Retired,215.0,4840.31,0
50.99,Debit,Detroit,Branch,29.0,Doctor,75.99999999999999,1334.6,1
101.28,Credit,Chicago,Online,32.0,Engineer,75.0,2774.35,1
299.92,Debit,Denver,ATM,27.0,Student,122.0,1368.0,1
77.54,Debit,Phoenix,Online,67.0,Retired,73.0,4536.38,0
18.35,Debit,Nashville,Branch,21.0,Student,78.0,1293.39,0
732.53,Credit,San Jose,ATM,26.0,Student,116.00000000000001,441.54,0
65.11,Debit,Nashville,ATM,34.0,Engineer,150.0,8485.14,0
67.07,Credit,Los Angeles,ATM,24.0,Student,56.0,999.6200000000001,1
137.48,Debit,Seattle,Branch,55.0,Doctor,47.0,14273.42,0
398.36,Debit,Columbus,ATM,22.0,Student,56.0,1863.7,1
469.46,Debit,New York,ATM,20.0,Student,149.0,8640.56,0
37.58,Debit,Indianapolis,ATM,57.0,Doctor,182.0,259.44,1
160.24,Debit,Washington,ATM,31.0,Engineer,15.0,5526.97,0
315.39,Credit,New York,Branch,23.0,Student,93.0,929.6,0
434.17,Debit,Atlanta,ATM,21.0,Student,148.0,5335.44,1
165.91,Debit,Jacksonville,ATM,26.0,Student,84.00000000000001,587.1199999999999,1
211.36,Debit,San Francisco,Branch,47.0,Engineer,194.0,4760.34,0
241.45000000000002,Debit,Portland,Online,26.0,Student,158.0,1594.04,0
23.24,Debit,Indianapolis,Branch,68.0,Doctor,129.0,13777.79,1
70.88,Credit,Omaha,Branch,74.0,Retired,176.0,1794.65,0
913.49125,Debit,Atlanta,Online,66.0,Retired,111.0,7677.760000000001,1
314.52,Debit,Memphis,ATM,80.0,Retired,229.0,7071.32,0
181.81,Credit,Austin,Online,78.0,Retired,122.0,7525.7300000000005,1
854.64,Debit,Fort Worth,Branch,56.0,Retired,118.0,2989.25,1
261.19,Debit,Oklahoma City,ATM,64.0,Retired,52.00000000000001,7620.6,0
220.68,Credit,Raleigh,Online,71.0,Retired,217.0,5549.2,0
11.86,Debit,Sacramento,Branch,31.0,Engineer,129.0,6782.61,0
122.65,Debit,Columbus,Online,28.0,Student,41.0,1968.51,1
395.16,Debit,Milwaukee,Online,56.0,Retired,17.0,5340.73,0
704.69,Debit,Las Vegas,Online,51.0,Retired,150.0,3267.84,1
369.89,Debit,San Antonio,ATM,69.0,Retired,69.00000000000001,6941.47,0
10.92,Debit,Jacksonville,ATM,67.0,Retired,268.0,7567.2,1
199.14,Debit,Seattle,Branch,31.0,Engineer,36.0,7001.25,0
109.43,Debit,Denver,ATM,70.0,Retired,140.0,1983.65,1
304.15,Debit,Atlanta,Branch,20.0,Student,40.0,686.9099999999999,1
620.54,Credit,Omaha,Branch,28.0,Student,98.0,213.36,0
757.79,Debit,Charlotte,Online,22.0,Student,117.0,1443.02,1
122.81,Debit,San Jose,Branch,52.0,Doctor,12.0,8450.84,0
96.25,Debit,Houston,Online,61.0,Retired,171.0,7996.699999999999,1
913.49125,Debit,Charlotte,ATM,30.0,Doctor,49.0,5567.98,1
142.55,Debit,Kansas City,Online,67.0,Doctor,97.0,1262.68,1
35.94,Credit,Fresno,Branch,23.0,Student,141.0,1697.28,1
24.86,Debit,Jacksonville,Branch,58.0,Engineer,292.0,2591.65,1
103.08,Debit,San Francisco,Online,60.0,Doctor,109.0,12002.16,0
116.27000000000001,Debit,Portland,Online,57.0,Engineer,94.0,8726.92,0
363.84,Debit,Columbus,Online,73.0,Retired,118.0,5415.64,1
34.74,Credit,Portland,Online,59.0,Retired,72.0,3736.57,0
64.01,Credit,Philadelphia,Branch,19.0,Student,240.0,1225.69,0
108.75,Debit,Houston,ATM,50.0,Doctor,22.999999999999996,14829.85,1
50.9,Credit,Jacksonville,Online,28.0,Student,150.0,1277.7,1
206.84,Debit,Philadelphia,Branch,20.0,Student,154.0,454.66,0
37.4,Debit,Raleigh,ATM,20.0,Student,84.00000000000001,1519.51,0
154.21,Debit,Miami,Online,46.0,Engineer,75.0,8045.77,0
199.37,Debit,Chicago,Online,24.0,Student,79.0,1331.3,1
410.49,Credit,Atlanta,Branch,25.0,Student,134.0,1843.57,1
913.49125,Credit,Phoenix,Branch,67.0,Retired,218.0,6601.5,0
18.23,Debit,Nashville,ATM,56.0,Engineer,28.0,8422.2,0
398.7,Debit,Albuquerque,ATM,47.0,Doctor,276.0,7987.740000000001,1
122.14,Debit,Omaha,Online,22.0,Student,155.0,327.68,0
378.2,Debit,Mesa,Branch,40.0,Engineer,167.0,7372.81,0
124.74000000000001,Debit,Los Angeles,ATM,49.0,Engineer,33.0,2987.97,1
17.1,Debit,Albuquerque,ATM,53.0,Retired,101.0,1619.54,1
287.05,Debit,Milwaukee,ATM,22.0,Student,212.0,1204.65,0
874.72,Debit,San Francisco,Online,28.0,Engineer,173.0,4630.58,0
913.49125,Debit,Memphis,ATM,24.0,Student,150.0,1380.34,0
40.12,Credit,Dallas,ATM,36.0,Doctor,269.0,14304.38,1
125.00000000000001,Credit,Indianapolis,Online,49.0,Engineer,177.0,3215.76,1
348.44,Debit,Baltimore,Online,24.0,Student,147.0,1022.94,1
128.4,Debit,Tucson,ATM,69.0,Retired,30.999999999999996,2610.64,0
320.93,Debit,Atlanta,Online,55.0,Engineer,178.0,9451.66,1
1.41,Debit,Sacramento,ATM,53.0,Retired,278.0,1244.17,0
50.52,Debit,Los Angeles,Branch,54.0,Doctor,293.0,12815.24,1
383.95,Credit,San Diego,Online,31.0,Engineer,143.0,9933.56,0
12.94,Debit,Fresno,Branch,23.0,Student,158.0,921.23,1
329.75,Debit,Sacramento,Online,56.0,Retired,211.0,6009.43,0
913.49125,Debit,Milwaukee,Online,45.0,Doctor,234.0,602.3599999999999,0
40.79,Debit,Milwaukee,ATM,18.0,Student,80.0,1769.33,0
99.25,Credit,Phoenix,Online,63.0,Retired,93.0,2570.34,0
150.6,Debit,Miami,ATM,69.0,Retired,59.00000000000001,3240.14,0
29.500000000000004,Debit,San Antonio,Online,73.0,Retired,129.0,1229.32,0
54.34,Debit,Albuquerque,ATM,65.0,Doctor,45.99999999999999,8019.890000000001,1
18.25,Debit,Kansas City,ATM,53.0,Doctor,18.0,14328.29,1
633.87,Debit,Kansas City,Online,27.0,Student,175.0,330.16,1
81.15,Debit,Miami,ATM,19.0,Student,114.0,1595.26,0
83.95,Debit,New York,Online,75.0,Retired,170.0,7413.18,0
410.4,Credit,Virginia Beach,ATM,61.0,Retired,78.0,2563.91,0
172.68,Debit,Baltimore,ATM,33.0,Doctor,17.0,10724.95,1
139.88,Debit,Colorado Springs,ATM,34.0,Engineer,162.0,2969.71,1
165.55,Debit,Dallas,Branch,28.0,Student,115.0,761.7799999999999,1
53.79,Credit,Philadelphia,ATM,54.0,Engineer,137.0,6229.36,0
285.69,Debit,Miami,ATM,63.0,Retired,35.0,2552.54,0
532.4,Debit,Jacksonville,ATM,22.0,Student,149.0,1033.73,1
293.85,Debit,Charlotte,Online,25.0,Student,144.0,1919.97,1
27.94,Debit,Atlanta,Branch,79.0,Retired,120.0,1893.4399999999998,1
270.36,Debit,Oklahoma City,ATM,25.0,Student,37.0,1783.04,0
112.66,Debit,Philadelphia,Online,29.0,Engineer,176.0,852.98,0
506.03000000000003,Debit,Detroit,Branch,21.0,Student,21.000000000000004,1123.89,1
206.95,Debit,Seattle,Branch,22.0,Student,30.999999999999996,1817.65,0
350.96,Debit,Tucson,ATM,63.0,Retired,167.0,5463.94,0
261.63,Debit,Chicago,Branch,20.0,Student,150.0,477.03,1
46.12,Debit,Fresno,Branch,59.0,Doctor,30.0,8874.01,1
27.25,Credit,Kansas City,Branch,63.0,Retired,91.99999999999999,5365.2,1
913.49125,Debit,El Paso,Branch,26.0,Engineer,171.0,7858.41,1
331.66,Debit,Las Vegas,ATM,76.0,Retired,145.0,7216.3,1
667.95,Credit,Oklahoma City,ATM,62.0,Doctor,253.0,13558.56,0
49.84,Debit,Chicago,ATM,49.0,Doctor,146.0,7872.04,1
556.04,Debit,Denver,ATM,72.0,Retired,26.999999999999996,5200.04,1
88.06,Credit,Raleigh,Online,18.0,Student,288.0,1779.85,0
745.95,Debit,Memphis,ATM,58.0,Doctor,127.0,13264.14,0
67.25,Debit,Miami,Online,19.0,Student,157.0,467.4,0
93.63,Debit,New York,ATM,29.0,Engineer,141.0,9873.62,0
74.11,Debit,San Jose,Branch,22.0,Student,49.0,1257.9,0
41.13,Credit,Philadelphia,Branch,77.0,Retired,58.00000000000001,6067.54,0
192.02,Credit,Indianapolis,Online,79.0,Retired,154.0,5169.07,1
291.27,Debit,Detroit,Branch,77.0,Retired,121.0,6878.86,1
296.46,Debit,Dallas,Branch,23.0,Student,136.0,558.99,1
341.84,Credit,El Paso,Branch,27.0,Student,89.0,1400.04,1
98.41,Debit,Sacramento,Online,27.0,Student,48.0,912.7099999999999,0
109.28,Debit,San Diego,Online,36.0,Engineer,112.0,6338.35,0
27.51,Credit,Columbus,Online,40.0,Doctor,103.0,13645.63,1
12.18,Debit,New York,Branch,76.0,Retired,77.0,4909.24,0
207.71,Credit,Kansas City,Online,25.0,Student,63.0,570.0999999999999,1
25.77,Credit,San Diego,Online,45.0,Doctor,277.0,11749.77,0
127.57,Debit,Nashville,ATM,52.0,Retired,75.0,6118.2,0
392.05,Debit,Denver,ATM,60.0,Engineer,172.0,4383.69,1
521.01,Credit,Seattle,Branch,41.0,Engineer,73.0,4004.55,0
849.76,Debit,Seattle,ATM,25.0,Student,269.0,373.88,0
172.5,Debit,Columbus,Online,68.0,Doctor,30.999999999999996,6851.16,1
265.44,Debit,San Antonio,ATM,30.0,Engineer,169.0,9700.77,0
152.34,Debit,Omaha,Branch,55.0,Doctor,115.0,6853.51,0
21.13,Debit,Dallas,Branch,28.0,Student,153.0,948.7,1
111.55,Debit,Denver,ATM,46.0,Doctor,101.0,12221.17,1
321.82,Credit,Raleigh,Branch,32.0,Engineer,43.0,6500.5,0
913.49125,Credit,Washington,Branch,45.0,Engineer,279.0,9927.75,0
148.77,Debit,San Jose,Branch,67.0,Retired,175.0,2138.42,0
14.08,Debit,Dallas,Branch,57.0,Retired,154.0,3908.6499999999996,1
913.49125,Debit,Colorado Springs,ATM,42.0,Doctor,121.0,11041.9,1
566.33,Credit,Charlotte,ATM,24.0,Student,66.0,379.82,1
206.51,Debit,Indianapolis,ATM,51.0,Retired,275.0,3921.74,1
180.94,Debit,Raleigh,Branch,75.0,Retired,57.0,7659.990000000001,0
77.9,Debit,Washington,Branch,21.0,Student,128.0,664.7199999999999,0
318.92,Credit,Washington,Branch,21.0,Student,60.00000000000001,1167.25,0
583.3,Credit,Nashville,Online,59.0,Engineer,142.0,5896.01,0
100.68,Debit,Memphis,Online,63.0,Retired,139.0,1123.75,0
589.64,Debit,Charlotte,Online,62.0,Retired,210.0,2039.4,1
225.93,Credit,Omaha,Branch,25.0,Student,199.0,1864.27,0
651.55,Debit,Phoenix,Online,72.0,Retired,82.0,2325.78,0
80.97,Debit,Seattle,Online,38.0,Doctor,157.0,5926.31,0
191.89,Debit,San Antonio,Branch,25.0,Student,14.0,399.57,0
304.75,Credit,Austin,Branch,78.0,Retired,125.0,1916.34,1
201.53,Debit,Tucson,Online,68.0,Retired,287.0,2732.86,0
8.45,Debit,Philadelphia,ATM,22.0,Student,141.0,1115.3,0
435.98,Debit,Mesa,Branch,30.0,Engineer,105.0,7334.08,0
743.24,Credit,Indianapolis,Online,19.0,Student,109.0,1024.19,1
16.27,Debit,Atlanta,ATM,57.0,Doctor,44.0,10971.32,1
290.86,Debit,Louisville,Online,45.0,Doctor,36.0,14631.88,1
85.73,Debit,Virginia Beach,ATM,41.0,Doctor,266.0,14928.35,0
555.71,Credit,Boston,Branch,22.0,Student,73.0,830.3699999999999,1
40.03,Debit,Omaha,Branch,23.0,Student,200.00000000000003,6408.8,0
73.01,Credit,Milwaukee,Online,25.0,Student,61.99999999999999,1997.3299999999997,0
346.12,Debit,San Francisco,Branch,44.0,Doctor,12.0,13084.27,0
1.9300000000000002,Debit,Chicago,Branch,47.0,Doctor,175.0,5684.09,1
252.93000000000004,Debit,Portland,ATM,75.0,Retired,222.0,2760.37,0
238.54,Debit,Indianapolis,ATM,19.0,Student,12.0,868.9099999999999,1
913.49125,Debit,Tucson,Branch,61.0,Retired,129.0,5838.91,0
58.7,Debit,New York,Branch,67.0,Doctor,141.0,8937.35,0
7.56,Debit,Milwaukee,ATM,40.0,Doctor,145.0,8528.72,0
540.4,Debit,Houston,Branch,45.0,Doctor,272.0,425.77,1
264.14,Debit,Baltimore,ATM,64.0,Doctor,125.0,8459.26,1
248.15,Debit,Milwaukee,ATM,75.0,Retired,202.0,2649.23,0
24.34,Debit,Raleigh,Branch,54.0,Engineer,110.0,6659.12,0
428.61,Debit,Fort Worth,ATM,66.0,Doctor,61.99999999999999,11937.04,1
117.66000000000001,Credit,Memphis,Branch,39.0,Doctor,126.0,6794.17,0
165.8,Debit,Nashville,Online,60.0,Engineer,287.0,2064.76,0
289.18,Debit,Baltimore,ATM,65.0,Retired,64.0,3139.75,1
125.39,Debit,Los Angeles,ATM,21.0,Student,140.0,202.69,1
305.18,Debit,Chicago,Online,58.0,Retired,215.99999999999997,4474.2,1
506.9,Credit,Houston,Branch,64.0,Doctor,56.0,11471.87,1
504.12000000000006,Credit,Baltimore,Branch,25.0,Student,101.0,1107.28,1
42.09,Debit,Denver,Branch,29.0,Engineer,118.0,5526.28,1
607.28,Debit,Baltimore,ATM,32.0,Doctor,84.00000000000001,9679.68,1
91.9,Debit,Chicago,Online,77.0,Retired,125.0,1033.94,1
303.43,Debit,Virginia Beach,Branch,22.0,Student,30.0,1833.24,0
668.78,Debit,Mesa,ATM,20.0,Student,141.0,983.6799999999998,0
270.54,Credit,Sacramento,ATM,20.0,Student,139.0,269.78,0
247.93,Debit,Indianapolis,Branch,37.0,Engineer,79.0,9801.48,1
34.67,Debit,Chicago,Online,19.0,Student,71.0,888.6,1
326.03,Credit,New York,Online,18.0,Student,137.0,290.24,0
148.26,Debit,Omaha,ATM,25.0,Student,57.0,958.7,0
913.49125,Debit,San Diego,Online,19.0,Student,37.99999999999999,1605.67,0
373.99,Debit,Sacramento,ATM,60.0,Doctor,140.0,8590.5,0
254.34000000000003,Debit,El Paso,Online,49.0,Engineer,79.0,5461.08,1
819.48,Debit,Virginia Beach,ATM,25.0,Student,26.0,1804.5,0
14.0,Debit,San Antonio,ATM,49.0,Engineer,173.0,7975.179999999999,0
57.16,Debit,Columbus,ATM,40.0,Engineer,74.0,222.22,1
282.26,Debit,Memphis,Online,37.0,Engineer,278.0,6857.2,0
46.96,Debit,Las Vegas,Online,46.0,Engineer,12.0,2028.92,1
473.2,Debit,Houston,Online,34.0,Doctor,173.0,248.52,1
192.97,Debit,Sacramento,ATM,59.0,Retired,140.0,3019.04,0
168.99,Debit,Baltimore,ATM,18.0,Student,203.0,1523.57,1
1.8199999999999998,Debit,San Francisco,Online,80.0,Retired,60.00000000000001,5571.39,0
40.9,Debit,Charlotte,ATM,55.0,Doctor,37.0,1514.34,1
78.91,Debit,Sacramento,Online,61.0,Doctor,157.0,1817.43,0
169.97,Credit,San Diego,ATM,22.0,Student,12.0,6269.12,0
17.79,Debit,Jacksonville,Branch,61.0,Retired,162.0,2281.9,1
486.61000000000007,Credit,Sacramento,ATM,48.0,Engineer,130.0,2006.69,0
148.13,Debit,Phoenix,Branch,58.0,Retired,56.0,2189.38,0
164.52,Debit,Dallas,ATM,61.0,Doctor,162.0,11036.74,1
720.89,Debit,Indianapolis,ATM,27.0,Student,120.0,447.06,1
268.7,Debit,Milwaukee,ATM,53.0,Retired,63.0,2104.74,0
637.34,Debit,Indianapolis,ATM,51.0,Retired,278.0,5183.5,1
216.76,Credit,Omaha,Online,47.0,Engineer,138.0,643.6399999999999,0
418.02,Debit,Los Angeles,ATM,46.0,Doctor,110.0,11011.86,1
292.03,Credit,Memphis,ATM,46.0,Engineer,154.0,951.3300000000002,0
251.4,Debit,Tucson,ATM,57.0,Retired,178.0,2561.67,0
184.56,Debit,Virginia Beach,Online,21.0,Student,93.0,1549.27,0
33.76,Debit,Seattle,Online,26.0,Engineer,227.0,3253.51,0
253.46000000000004,Debit,Memphis,ATM,45.0,Engineer,60.00000000000001,1338.95,0
913.49125,Debit,Los Angeles,ATM,65.0,Retired,173.0,3910.5900000000006,1
138.68,Credit,Colorado Springs,Branch,22.0,Student,44.0,206.2,1
42.56,Debit,Fresno,Online,18.0,Student,146.0,4361.44,1
680.76,Debit,Kansas City,Branch,21.0,Student,165.0,572.97,1
53.83,Debit,Baltimore,Branch,70.0,Retired,131.0,4580.59,1
11.09,Debit,Charlotte,Branch,51.0,Engineer,95.0,2990.05,1
37.81,Debit,Colorado Springs,Branch,63.0,Retired,195.0,5208.98,1
449.18,Debit,Denver,Online,67.0,Retired,50.00000000000001,1025.99,1
913.49125,Debit,San Diego,ATM,30.0,Doctor,250.0,13534.3,0
297.6,Debit,Milwaukee,Online,39.0,Doctor,162.0,1461.17,0
683.75,Debit,Las Vegas,Branch,32.0,Doctor,106.0,6333.72,1
21.4,Credit,Kansas City,Online,48.0,Engineer,129.0,8551.6,1
315.94,Debit,Omaha,ATM,78.0,Retired,93.0,4273.99,0
331.32,Debit,Sacramento,Branch,61.0,Doctor,137.0,13054.54,0
223.76,Credit,Boston,Branch,74.0,Retired,110.0,4102.23,1
216.03,Debit,Boston,ATM,42.0,Doctor,300.0,10462.77,1
17.42,Debit,Dallas,ATM,74.0,Retired,150.0,6851.31,1
491.91,Debit,Milwaukee,Online,78.0,Retired,155.0,2421.94,0
350.11,Credit,Raleigh,Online,74.0,Retired,178.0,4639.04,0
218.07,Debit,Austin,Branch,23.0,Student,243.0,443.62,1
291.09,Debit,El Paso,Branch,48.0,Engineer,73.0,6312.79,1
422.14,Credit,Albuquerque,Branch,26.0,Student,109.0,1436.32,1
613.21,Debit,Tucson,ATM,61.0,Retired,157.0,3279.12,0
73.83,Debit,Las Vegas,Online,69.0,Doctor,69.00000000000001,6020.29,1
67.33,Debit,Detroit,Online,59.0,Engineer,36.0,5925.98,1
26.92,Debit,Indianapolis,ATM,62.0,Retired,43.0,1674.94,1
18.3,Debit,Mesa,Online,48.0,Engineer,155.0,3733.5200000000004,0
317.94,Debit,Los Angeles,ATM,54.0,Engineer,123.99999999999999,2996.51,1
179.38,Debit,Mesa,Online,40.0,Doctor,173.0,11666.18,0
913.49125,Debit,Seattle,Online,68.0,Doctor,139.0,7006.46,0
13.92,Debit,Los Angeles,ATM,37.0,Engineer,209.0,2735.84,1
365.43,Debit,Portland,ATM,25.0,Student,176.0,1073.51,0
263.59,Debit,Dallas,Branch,71.0,Retired,16.0,6996.35,1
54.8,Debit,Albuquerque,Branch,34.0,Engineer,140.0,4943.49,1
141.49,Debit,Baltimore,Online,24.0,Student,75.0,1665.58,1
31.39,Debit,Tucson,ATM,20.0,Student,15.0,998.4900000000001,0
93.82,Debit,San Diego,Online,39.0,Engineer,176.0,8422.06,0
5.71,Debit,Tucson,Branch,21.0,Student,106.0,1285.42,0
178.39,Debit,Tucson,Online,34.0,Engineer,98.0,8469.43,0
126.90999999999998,Debit,Kansas City,ATM,22.0,Student,42.00000000000001,692.6899999999999,1
36.09,Debit,Columbus,Branch,53.0,Doctor,167.0,12319.26,1
91.77,Debit,Omaha,Branch,51.0,Doctor,174.0,9240.73,0
198.92,Debit,Milwaukee,Online,36.0,Engineer,100.00000000000001,2854.66,0
137.81,Debit,Detroit,Branch,58.0,Engineer,44.0,2631.47,1
136.88,Credit,Memphis,Branch,24.0,Student,71.0,7465.950000000001,0
133.07,Debit,Sacramento,Branch,21.0,Student,155.0,1670.99,0
1.14,Debit,Indianapolis,Branch,43.0,Doctor,137.0,13913.92,1
256.34,Debit,Kansas City,Branch,69.0,Retired,99.0,7471.630000000001,1
56.11,Debit,Boston,Branch,36.0,Doctor,109.0,11123.65,1
118.10000000000001,Debit,Fort Worth,ATM,50.0,Engineer,50.00000000000001,7976.6,1
137.86,Credit,Sacramento,Online,66.0,Doctor,120.0,8046.939999999999,0
813.78,Credit,Atlanta,ATM,54.0,Doctor,55.0,14935.500000000002,1
237.97,Debit,Columbus,ATM,69.0,Doctor,69.00000000000001,13486.15,1
684.96,Debit,Mesa,ATM,21.0,Student,30.999999999999996,526.67,0
878.63,Debit,Columbus,ATM,60.0,Engineer,139.0,4954.37,1
276.56,Debit,Austin,Branch,68.0,Doctor,15.0,8942.58,1
8.75,Debit,Louisville,ATM,79.0,Retired,199.0,4044.6199999999994,1
637.48,Debit,Colorado Springs,Online,65.0,Retired,207.0,4148.85,1
103.15,Debit,San Diego,Branch,51.0,Doctor,179.0,11388.15,0
505.6,Debit,Denver,Branch,52.0,Retired,183.0,5347.57,1
